Council/Agency,Region,Site name,Estuary name,Latitude,Longitude,Date sampled ,Indicator,Units,Indicator value
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2016,Lead,mg/kg,3.9
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2016,Mercury,mg/kg,<ALD
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2016,Zinc,mg/kg,32
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2016,Mud_content,%,17.7
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2016,Macrofauna,N/A,4.5
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2015,Mud_content,%,21.5
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2015,Macrofauna,N/A,4.5
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2014,Mud_content,%,22.1
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2014,Macrofauna,N/A,4.16
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2013,Mud_content,%,20.7
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2013,Macrofauna,N/A,4.33
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2012,Mud_content,%,20.3
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2012,Macrofauna,N/A,4.32
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2011,Mud_content,%,22
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2011,Macrofauna,N/A,4.17
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2010,Mud_content,%,24.9
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2010,Macrofauna,N/A,4.3
Auckland Council,Auckland,Te Kapa Inlet,Mahurangi Harbour,-36.47850705,174.7341702,1/01/2022,Mud_content,%,16.8
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2021,Mud_content,%,9.6
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2021,Macrofauna,N/A,3.64
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2020,Mud_content,%,9.3
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2020,Macrofauna,N/A,2.54
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2019,Mud_content,%,10
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2019,Macrofauna,N/A,3.18
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2018,Mud_content,%,13
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2018,Macrofauna,N/A,3.54
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2017,Mud_content,%,13.9
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2017,Macrofauna,N/A,3.33
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2016,Arsenic,mg/kg,6.7
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2016,Copper,mg/kg,4.1
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2016,Lead,mg/kg,6.9
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2016,Mercury,mg/kg,0.03
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2016,Zinc,mg/kg,35
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2016,Mud_content,%,8.8
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2016,Macrofauna,N/A,3.01
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2015,Mud_content,%,10.6
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2015,Macrofauna,N/A,3.03
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2014,Mud_content,%,8.3
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2014,Macrofauna,N/A,3
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2013,Mud_content,%,11.4
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2013,Macrofauna,N/A,3.03
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2012,Mud_content,%,9.9
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2012,Macrofauna,N/A,2.89
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2011,Mud_content,%,13.1
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2011,Macrofauna,N/A,3.46
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2010,Mud_content,%,10.7
Auckland Council,Auckland,MNG3,Mangemangeroa,-36.911,174.9555167,1/01/2010,Macrofauna,N/A,3.17
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2021,Mud_content,%,30.1
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2021,Macrofauna,N/A,4.75
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2020,Mud_content,%,38.3
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2020,Macrofauna,N/A,4.35
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2019,Mud_content,%,35.6
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2019,Macrofauna,N/A,4.87
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2018,Mud_content,%,42.4
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2018,Macrofauna,N/A,5.06
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2017,Mud_content,%,46
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2017,Macrofauna,N/A,4.19
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2016,Mud_content,%,31.7
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2016,Macrofauna,N/A,4.49
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2015,Mud_content,%,34.2
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2015,Macrofauna,N/A,4.69
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2014,Mud_content,%,27
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2014,Macrofauna,N/A,4.63
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2013,Mud_content,%,35.1
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2013,Macrofauna,N/A,4.4
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2012,Mud_content,%,42.1
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2012,Macrofauna,N/A,4.59
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2011,Mud_content,%,32.4
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2011,Macrofauna,N/A,4.98
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2010,Mud_content,%,23.4
Auckland Council,Auckland,MNG5,Mangemangeroa,-36.91094996,174.9538833,1/01/2010,Macrofauna,N/A,4.96
Auckland Council,Auckland,MNG6,Mangemangeroa,-36.91131667,174.9534167,1/01/2021,Mud_content,%,25.4
Auckland Council,Auckland,MNG6,Mangemangeroa,-36.91131667,174.9534167,1/01/2021,Macrofauna,N/A,4.63
Auckland Council,Auckland,MNG6,Mangemangeroa,-36.91131667,174.9534167,1/01/2020,Mud_content,%,30.6
Auckland Council,Auckland,MNG6,Mangemangeroa,-36.91131667,174.9534167,1/01/2020,Macrofauna,N/A,4.68
Auckland Council,Auckland,MNG6,Mangemangeroa,-36.91131667,174.9534167,1/01/2019,Mud_content,%,22.5
Auckland Council,Auckland,MNG6,Mangemangeroa,-36.91131667,174.9534167,1/01/2019,Macrofauna,N/A,4.68
Auckland Council,Auckland,MNG6,Mangemangeroa,-36.91131667,174.9534167,1/01/2018,Mud_content,%,23.8
Auckland Council,Auckland,MNG6,Mangemangeroa,-36.91131667,174.9534167,1/01/2018,Macrofauna,N/A,4.9
